Sender Identifier: regionB
Poll interval: 100ms
"Start Time:java.util.GregorianCalendar[time=1304425788213,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id=""UTC"",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2011,MONTH=4,WEEK_OF_YEAR=19,WEEK_OF_MONTH=1,DAY_OF_MONTH=3,DAY_OF_YEAR=123,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=1,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=29,SECOND=48,MILLISECOND=213,ZONE_OFFSET=0,DST_OFFSET=0]"
Data format: Time in millis: File content on S3
1304426116831:31 1304426114423
1304426116951:31 1304426114423
1304426117075:31 1304426114423
1304426117195:31 1304426114423
1304426117311:31 1304426114423
1304426117427:31 1304426114423
1304426117543:31 1304426114423
1304426117655:31 1304426114423
1304426117775:31 1304426114423
1304426117887:31 1304426114423
1304426118003:31 1304426114423
1304426118115:31 1304426114423
1304426118231:31 1304426114423
1304426118347:31 1304426114423
1304426118467:31 1304426114423
1304426118599:31 1304426114423
1304426118711:31 1304426114423
1304426118827:31 1304426114423
1304426118943:31 1304426114423
1304426119063:31 1304426114423
1304426119175:31 1304426114423
1304426119291:31 1304426114423
1304426119407:31 1304426114423
1304426119520:31 1304426114423
1304426119644:31 1304426114423
1304426119960:31 1304426114423
1304426120072:31 1304426114423
1304426120188:31 1304426114423
1304426120300:31 1304426114423
1304426120416:31 1304426114423
1304426120528:31 1304426114423
1304426120644:31 1304426114423
1304426120764:31 1304426114423
1304426120880:31 1304426114423
1304426120996:31 1304426114423
1304426121108:31 1304426114423
1304426121220:31 1304426114423
1304426121340:31 1304426114423
1304426121456:31 1304426114423
1304426121568:31 1304426114423
1304426121680:31 1304426114423
1304426121792:31 1304426114423
1304426121912:31 1304426114423
1304426122028:31 1304426114423
1304426122144:31 1304426114423
1304426122260:31 1304426114423
1304426122376:31 1304426114423
1304426122492:31 1304426114423
1304426122612:31 1304426114423
1304426122728:31 1304426114423
1304426122848:31 1304426114423
1304426122964:31 1304426114423
1304426123076:31 1304426114423
1304426123196:31 1304426114423
1304426123312:31 1304426114423
1304426123432:31 1304426114423
1304426123544:31 1304426114423
1304426123660:31 1304426114423
1304426123792:31 1304426114423
1304426123908:31 1304426114423
1304426124028:31 1304426114423
1304426124144:31 1304426114423
1304426124276:31 1304426114423
1304426124396:31 1304426114423
1304426124516:31 1304426114423
1304426124632:31 1304426114423
1304426124748:31 1304426114423
1304426124864:31 1304426114423
1304426124980:31 1304426114423
1304426125096:31 1304426114423
1304426125208:31 1304426114423
1304426125328:31 1304426114423
1304426125444:31 1304426114423
1304426125560:31 1304426114423
1304426125676:31 1304426114423
1304426125800:32 1304426125305
1304426125924:32 1304426125305
1304426126036:32 1304426125305
1304426126148:32 1304426125305
1304426126288:32 1304426125305
1304426126400:32 1304426125305
1304426126512:32 1304426125305
1304426126624:32 1304426125305
1304426126740:32 1304426125305
1304426126852:32 1304426125305
1304426126964:32 1304426125305
1304426127076:32 1304426125305
1304426127192:32 1304426125305
1304426127308:32 1304426125305
1304426127420:32 1304426125305
1304426127532:32 1304426125305
1304426127644:32 1304426125305
1304426127756:32 1304426125305
1304426127872:32 1304426125305
1304426127992:32 1304426125305
1304426128104:32 1304426125305
1304426128216:32 1304426125305
1304426128336:32 1304426125305
1304426128448:32 1304426125305
1304426128560:32 1304426125305
1304426128680:32 1304426125305
1304426128792:32 1304426125305
1304426128904:32 1304426125305
1304426129016:32 1304426125305
1304426129132:32 1304426125305
1304426129248:32 1304426125305
1304426129368:32 1304426125305
1304426129488:32 1304426125305
1304426129608:32 1304426125305
1304426129720:32 1304426125305
1304426129836:32 1304426125305
1304426129948:32 1304426125305
1304426130064:32 1304426125305
1304426130180:32 1304426125305
1304426130292:32 1304426125305
1304426130404:32 1304426125305
1304426130520:32 1304426125305
1304426130936:32 1304426125305
1304426131052:32 1304426125305
1304426131168:32 1304426125305
1304426131288:32 1304426125305
1304426131404:32 1304426125305
1304426131524:32 1304426125305
1304426131636:32 1304426125305
1304426131748:32 1304426125305
1304426131948:32 1304426125305
1304426132084:32 1304426125305
1304426132196:32 1304426125305
1304426132312:32 1304426125305
1304426132428:32 1304426125305
1304426132576:32 1304426125305
1304426132688:32 1304426125305
1304426132804:32 1304426125305
1304426132920:32 1304426125305
1304426133040:32 1304426125305
1304426133152:32 1304426125305
1304426133264:32 1304426125305
1304426133380:32 1304426125305
1304426133492:32 1304426125305
1304426133608:32 1304426125305
1304426133720:32 1304426125305
1304426134100:32 1304426125305
1304426134224:32 1304426125305
1304426134336:32 1304426125305
1304426134448:32 1304426125305
1304426134564:32 1304426125305
1304426134680:32 1304426125305
1304426134796:32 1304426125305
1304426134912:32 1304426125305
1304426135028:32 1304426125305
1304426135160:32 1304426125305
1304426135280:32 1304426125305
1304426135392:32 1304426125305
1304426135516:32 1304426125305
1304426135632:32 1304426125305
1304426135745:32 1304426125305
1304426135860:32 1304426125305
1304426135976:32 1304426125305
1304426136092:32 1304426125305
1304426136204:32 1304426125305
1304426136324:32 1304426125305
1304426136441:32 1304426125305
1304426136553:32 1304426125305
1304426136665:32 1304426125305
1304426136777:32 1304426125305
1304426136893:33 1304426136312
1304426137017:33 1304426136312
1304426137133:33 1304426136312
1304426137249:33 1304426136312
1304426137365:33 1304426136312
1304426137481:33 1304426136312
1304426137597:33 1304426136312
1304426137713:33 1304426136312
1304426137829:33 1304426136312
1304426137949:33 1304426136312
1304426138065:33 1304426136312
1304426138189:33 1304426136312
1304426138345:33 1304426136312
1304426138461:33 1304426136312
1304426138577:33 1304426136312
1304426138689:33 1304426136312
1304426138805:33 1304426136312
1304426138921:33 1304426136312
1304426139037:33 1304426136312
1304426139149:33 1304426136312
1304426139265:33 1304426136312
1304426139377:33 1304426136312
1304426139493:33 1304426136312
1304426139613:33 1304426136312
1304426139729:33 1304426136312
1304426139845:33 1304426136312
1304426139961:33 1304426136312
1304426140077:33 1304426136312
1304426140193:33 1304426136312
1304426140305:33 1304426136312
1304426140421:33 1304426136312
1304426140541:33 1304426136312
1304426140657:33 1304426136312
1304426140785:33 1304426136312
1304426140901:33 1304426136312
1304426141017:33 1304426136312
1304426141133:33 1304426136312
1304426141253:33 1304426136312
1304426141373:33 1304426136312
1304426141485:33 1304426136312
1304426141601:33 1304426136312
1304426141717:33 1304426136312
1304426141829:33 1304426136312
1304426141957:33 1304426136312
1304426142073:33 1304426136312
1304426142189:33 1304426136312
1304426142329:33 1304426136312
1304426142449:33 1304426136312
1304426142565:33 1304426136312
1304426142689:33 1304426136312
1304426142809:33 1304426136312
1304426142925:33 1304426136312
1304426143053:33 1304426136312
1304426143177:33 1304426136312
1304426143293:33 1304426136312
1304426143413:33 1304426136312
1304426143533:33 1304426136312
1304426143729:33 1304426136312
1304426144633:33 1304426136312
1304426144769:33 1304426136312
1304426144881:33 1304426136312
1304426144993:33 1304426136312
1304426145109:33 1304426136312
1304426145233:33 1304426136312
1304426145345:33 1304426136312
1304426145461:33 1304426136312
1304426145645:33 1304426136312
1304426145761:33 1304426136312
1304426145881:33 1304426136312
1304426145993:33 1304426136312
1304426146105:33 1304426136312
1304426146229:33 1304426136312
1304426146345:33 1304426136312
1304426146457:33 1304426136312
1304426146573:33 1304426136312
1304426146689:33 1304426136312
1304426146805:33 1304426136312
1304426146925:33 1304426136312
1304426147037:33 1304426136312
1304426147153:33 1304426136312
1304426147269:33 1304426136312
1304426147385:33 1304426136312
1304426147497:33 1304426136312
1304426147617:33 1304426136312
1304426147789:34 1304426147371
1304426147913:34 1304426147371
1304426148045:34 1304426147371
1304426148161:34 1304426147371
1304426148273:34 1304426147371
1304426148625:34 1304426147371
1304426148737:34 1304426147371
1304426148849:34 1304426147371
1304426149177:34 1304426147371
1304426149293:34 1304426147371
1304426149405:34 1304426147371
1304426149521:34 1304426147371
1304426149745:34 1304426147371
1304426149881:34 1304426147371
1304426150037:34 1304426147371
1304426150157:34 1304426147371
1304426150277:34 1304426147371
1304426150389:34 1304426147371
1304426150513:34 1304426147371
1304426150629:34 1304426147371
1304426150785:34 1304426147371
1304426150897:34 1304426147371
1304426151009:34 1304426147371
1304426151125:34 1304426147371
1304426151241:34 1304426147371
1304426151369:34 1304426147371
1304426151485:34 1304426147371
1304426151597:34 1304426147371
1304426151713:34 1304426147371
1304426151829:34 1304426147371
1304426151941:34 1304426147371
1304426152061:34 1304426147371
1304426152173:34 1304426147371
1304426152289:34 1304426147371
1304426152413:34 1304426147371
1304426152529:34 1304426147371
1304426152641:34 1304426147371
1304426152773:34 1304426147371
1304426152889:34 1304426147371
1304426153014:34 1304426147371
1304426153134:34 1304426147371
1304426153246:34 1304426147371
1304426153358:34 1304426147371
1304426153470:34 1304426147371
1304426153594:34 1304426147371
1304426153714:34 1304426147371
1304426153830:34 1304426147371
1304426153942:34 1304426147371
1304426154057:34 1304426147371
1304426154174:34 1304426147371
1304426154286:34 1304426147371
1304426154414:34 1304426147371
1304426154526:34 1304426147371
1304426154642:34 1304426147371
1304426154762:34 1304426147371
1304426154874:34 1304426147371
1304426154986:34 1304426147371
1304426155102:34 1304426147371
1304426155218:34 1304426147371
1304426155334:34 1304426147371
1304426155450:34 1304426147371
1304426155566:34 1304426147371
1304426155682:34 1304426147371
1304426155794:34 1304426147371
1304426155906:34 1304426147371
1304426156018:34 1304426147371
1304426156130:34 1304426147371
1304426156250:34 1304426147371
1304426156366:34 1304426147371
1304426156478:34 1304426147371
1304426156594:34 1304426147371
1304426156710:34 1304426147371
1304426156822:34 1304426147371
1304426156934:34 1304426147371
1304426157050:34 1304426147371
1304426157166:34 1304426147371
1304426157282:34 1304426147371
1304426157394:34 1304426147371
1304426157510:34 1304426147371
1304426157638:34 1304426147371
1304426157754:34 1304426147371
1304426157866:34 1304426147371
1304426157982:34 1304426147371
1304426158094:34 1304426147371
1304426158206:34 1304426147371
1304426158318:34 1304426147371
1304426158430:34 1304426147371
1304426158542:34 1304426147371
1304426158654:35 1304426158271
1304426158774:35 1304426158271
1304426158890:35 1304426158271
1304426159006:35 1304426158271
1304426159118:35 1304426158271
1304426159230:35 1304426158271
1304426159342:35 1304426158271
1304426159454:35 1304426158271
1304426159566:35 1304426158271
1304426159682:35 1304426158271
1304426159794:35 1304426158271
1304426159910:35 1304426158271
1304426160022:35 1304426158271
1304426160134:35 1304426158271
1304426160246:35 1304426158271
1304426160678:35 1304426158271
1304426160794:35 1304426158271
1304426160906:35 1304426158271
1304426161018:35 1304426158271
1304426161130:35 1304426158271
1304426161242:35 1304426158271
1304426161354:35 1304426158271
1304426161466:35 1304426158271
1304426161582:35 1304426158271
1304426161694:35 1304426158271
1304426161810:35 1304426158271
1304426161922:35 1304426158271
1304426162038:35 1304426158271
1304426162170:35 1304426158271
1304426162282:35 1304426158271
1304426162398:35 1304426158271
1304426162518:35 1304426158271
1304426162638:35 1304426158271
1304426162754:35 1304426158271
1304426162870:35 1304426158271
1304426162982:35 1304426158271
1304426163094:35 1304426158271
1304426163206:35 1304426158271
1304426163318:35 1304426158271
1304426163434:35 1304426158271
1304426163546:35 1304426158271
1304426163662:35 1304426158271
1304426163774:35 1304426158271
1304426163886:35 1304426158271
1304426164010:35 1304426158271
1304426164122:35 1304426158271
1304426164234:35 1304426158271
1304426164346:35 1304426158271
1304426164458:35 1304426158271
1304426164570:35 1304426158271
1304426164682:35 1304426158271
1304426165130:35 1304426158271
1304426165242:35 1304426158271
1304426165358:35 1304426158271
1304426165470:35 1304426158271
1304426165582:35 1304426158271
1304426165698:35 1304426158271
1304426165810:35 1304426158271
1304426165922:35 1304426158271
1304426166038:35 1304426158271
1304426166158:35 1304426158271
1304426166270:35 1304426158271
1304426166382:35 1304426158271
1304426166498:35 1304426158271
1304426166618:35 1304426158271
1304426166734:35 1304426158271
1304426166854:35 1304426158271
1304426167194:35 1304426158271
1304426167306:35 1304426158271
1304426167418:35 1304426158271
1304426167530:35 1304426158271
1304426167642:35 1304426158271
1304426167754:35 1304426158271
1304426167870:35 1304426158271
1304426167990:35 1304426158271
1304426168106:35 1304426158271
1304426168222:35 1304426158271
1304426168334:35 1304426158271
1304426168446:35 1304426158271
1304426168938:35 1304426158271
1304426169054:35 1304426158271
1304426169170:35 1304426158271
1304426169282:35 1304426158271
1304426169398:35 1304426158271
1304426169515:36 1304426169134
1304426169635:36 1304426169134
1304426169748:36 1304426169134
1304426169886:36 1304426169134
1304426169999:36 1304426169134
1304426170115:36 1304426169134
1304426170231:36 1304426169134
1304426170351:36 1304426169134
1304426170479:36 1304426169134
1304426170619:36 1304426169134
1304426170767:36 1304426169134
1304426170883:36 1304426169134
1304426170995:36 1304426169134
1304426171107:36 1304426169134
1304426171219:36 1304426169134
1304426171355:36 1304426169134
1304426171471:36 1304426169134
1304426171611:36 1304426169134
1304426171723:36 1304426169134
1304426171835:36 1304426169134
1304426171959:36 1304426169134
1304426172071:36 1304426169134
1304426172183:36 1304426169134
1304426172295:36 1304426169134
1304426172423:36 1304426169134
1304426172539:36 1304426169134
1304426172651:36 1304426169134
1304426172767:36 1304426169134
1304426172879:36 1304426169134
1304426172991:36 1304426169134
1304426173103:36 1304426169134
1304426173231:36 1304426169134
1304426173347:36 1304426169134
1304426173463:36 1304426169134
1304426173579:36 1304426169134
1304426173695:36 1304426169134
1304426173807:36 1304426169134
1304426173919:36 1304426169134
1304426174035:36 1304426169134
1304426174251:36 1304426169134
1304426174367:36 1304426169134
1304426174483:36 1304426169134
1304426174599:36 1304426169134
1304426174715:36 1304426169134
1304426174827:36 1304426169134
1304426174951:36 1304426169134
1304426175067:36 1304426169134
1304426175183:36 1304426169134
1304426175295:36 1304426169134
1304426175415:36 1304426169134
1304426175527:36 1304426169134
1304426175639:36 1304426169134
1304426175771:36 1304426169134
1304426175883:36 1304426169134
1304426175999:36 1304426169134
1304426176123:36 1304426169134
1304426176235:36 1304426169134
1304426176351:36 1304426169134
1304426176467:36 1304426169134
1304426176587:36 1304426169134
1304426176703:36 1304426169134
1304426176819:36 1304426169134
1304426176935:36 1304426169134
1304426177047:36 1304426169134
1304426177163:36 1304426169134
1304426177275:36 1304426169134
1304426177387:36 1304426169134
1304426177499:36 1304426169134
1304426177611:36 1304426169134
1304426177731:36 1304426169134
1304426177847:36 1304426169134
1304426177991:36 1304426169134
1304426178103:36 1304426169134
1304426178215:36 1304426169134
1304426178343:36 1304426169134
1304426178459:36 1304426169134
1304426178571:36 1304426169134
1304426178683:36 1304426169134
1304426178795:36 1304426169134
1304426178911:36 1304426169134
1304426179027:36 1304426169134
1304426179139:36 1304426169134
1304426179263:36 1304426169134
1304426179375:36 1304426169134
1304426179495:36 1304426169134
1304426179607:36 1304426169134
1304426179723:36 1304426169134
1304426179839:36 1304426169134
1304426179959:36 1304426169134
1304426180071:36 1304426169134
1304426180183:36 1304426169134
1304426180299:36 1304426169134
1304426180411:37 1304426180056
1304426180531:37 1304426180056
1304426180643:37 1304426180056
1304426180755:37 1304426180056
1304426180867:37 1304426180056
1304426180987:37 1304426180056
1304426181099:37 1304426180056
1304426181215:37 1304426180056
1304426181327:37 1304426180056
1304426181439:37 1304426180056
1304426181551:37 1304426180056
1304426181663:37 1304426180056
1304426181775:37 1304426180056
1304426181999:37 1304426180056
1304426182119:37 1304426180056
1304426182235:37 1304426180056
1304426182351:37 1304426180056
1304426182467:37 1304426180056
1304426182583:37 1304426180056
1304426182699:37 1304426180056
1304426182815:37 1304426180056
1304426182935:37 1304426180056
1304426183059:37 1304426180056
1304426183175:37 1304426180056
1304426183287:37 1304426180056
1304426183471:37 1304426180056
1304426183583:37 1304426180056
1304426183695:37 1304426180056
1304426183811:37 1304426180056
1304426183927:37 1304426180056
1304426184039:37 1304426180056
1304426184155:37 1304426180056
1304426184267:37 1304426180056
1304426184383:37 1304426180056
1304426184495:37 1304426180056
1304426184607:37 1304426180056
1304426184719:37 1304426180056
1304426184831:37 1304426180056
1304426185159:37 1304426180056
1304426185275:37 1304426180056
1304426185391:37 1304426180056
1304426185503:37 1304426180056
1304426185615:37 1304426180056
1304426185795:37 1304426180056
1304426185911:37 1304426180056
1304426186023:37 1304426180056
1304426186139:37 1304426180056
1304426186251:37 1304426180056
1304426186363:37 1304426180056
1304426186475:37 1304426180056
1304426186595:37 1304426180056
1304426186708:37 1304426180056
1304426186836:37 1304426180056
1304426186948:37 1304426180056
1304426187060:37 1304426180056
1304426187176:37 1304426180056
1304426187292:37 1304426180056
1304426187404:37 1304426180056
1304426187520:37 1304426180056
1304426187640:37 1304426180056
1304426187756:37 1304426180056
1304426187868:37 1304426180056
1304426187984:37 1304426180056
1304426188100:37 1304426180056
1304426188212:37 1304426180056
1304426188324:37 1304426180056
1304426188436:37 1304426180056
1304426188548:37 1304426180056
1304426188660:37 1304426180056
1304426188776:37 1304426180056
1304426188892:37 1304426180056
1304426189004:37 1304426180056
1304426189128:37 1304426180056
1304426189240:37 1304426180056
1304426189360:37 1304426180056
1304426189476:37 1304426180056
1304426189588:37 1304426180056
1304426189700:37 1304426180056
1304426189812:37 1304426180056
1304426189924:37 1304426180056
1304426190048:37 1304426180056
1304426190164:37 1304426180056
1304426190280:37 1304426180056
1304426190392:37 1304426180056
1304426190504:37 1304426180056
1304426190616:37 1304426180056
1304426190772:37 1304426180056
1304426190888:37 1304426180056
1304426191036:37 1304426180056
1304426191156:37 1304426180056
1304426191268:37 1304426180056
1304426191384:38 1304426190981
1304426191504:38 1304426190981
1304426191616:38 1304426190981
1304426191732:38 1304426190981
1304426191848:38 1304426190981
1304426191960:38 1304426190981
1304426192072:38 1304426190981
1304426192188:38 1304426190981
1304426192300:38 1304426190981
1304426192412:38 1304426190981
1304426192528:38 1304426190981
1304426192648:38 1304426190981
1304426192764:38 1304426190981
1304426192876:38 1304426190981
1304426192992:38 1304426190981
1304426193116:38 1304426190981
1304426193228:38 1304426190981
1304426193340:38 1304426190981
1304426193452:38 1304426190981
1304426193564:38 1304426190981
1304426193676:38 1304426190981
1304426193788:38 1304426190981
1304426193900:38 1304426190981
1304426194012:38 1304426190981
1304426194128:38 1304426190981
1304426194240:38 1304426190981
1304426194352:38 1304426190981
1304426194464:38 1304426190981
1304426194576:38 1304426190981
1304426194688:38 1304426190981
1304426194932:38 1304426190981
1304426195052:38 1304426190981
1304426195172:38 1304426190981
1304426195296:38 1304426190981
1304426195412:38 1304426190981
1304426195524:38 1304426190981
1304426195636:38 1304426190981
1304426195752:38 1304426190981
1304426195872:38 1304426190981
1304426195992:38 1304426190981
1304426196104:38 1304426190981
1304426196220:38 1304426190981
1304426196332:38 1304426190981
1304426196448:38 1304426190981
1304426196560:38 1304426190981
1304426196672:38 1304426190981
1304426196796:38 1304426190981
1304426196916:38 1304426190981
1304426197032:38 1304426190981
1304426197148:38 1304426190981
1304426197264:38 1304426190981
1304426197380:38 1304426190981
1304426197492:38 1304426190981
1304426197612:38 1304426190981
1304426197724:38 1304426190981
1304426197836:38 1304426190981
1304426197972:38 1304426190981
1304426198084:38 1304426190981
1304426198200:38 1304426190981
1304426198312:38 1304426190981
1304426198424:38 1304426190981
1304426198556:38 1304426190981
1304426198668:38 1304426190981
1304426198780:38 1304426190981
1304426198892:38 1304426190981
1304426199176:38 1304426190981
1304426199296:38 1304426190981
1304426199416:38 1304426190981
1304426199528:38 1304426190981
1304426199644:38 1304426190981
1304426199756:38 1304426190981
1304426199868:38 1304426190981
1304426199980:38 1304426190981
1304426200096:38 1304426190981
1304426200212:38 1304426190981
1304426200324:38 1304426190981
1304426200440:38 1304426190981
1304426200552:38 1304426190981
1304426200668:38 1304426190981
1304426200784:38 1304426190981
1304426200896:38 1304426190981
1304426201008:38 1304426190981
1304426201124:38 1304426190981
1304426201244:38 1304426190981
1304426201364:38 1304426190981
1304426201480:38 1304426190981
1304426201596:38 1304426190981
1304426201712:38 1304426190981
1304426201828:38 1304426190981
1304426201940:38 1304426190981
1304426202052:38 1304426190981
1304426202168:38 1304426190981
1304426202284:38 1304426190981
1304426202400:39 1304426201841
1304426202520:39 1304426201841
1304426202632:39 1304426201841
1304426202748:39 1304426201841
1304426202860:39 1304426201841
1304426202972:39 1304426201841
1304426203084:39 1304426201841
1304426203200:39 1304426201841
1304426203312:39 1304426201841
1304426203429:39 1304426201841
1304426203549:39 1304426201841
1304426203745:39 1304426201841
1304426203861:39 1304426201841
1304426203977:39 1304426201841
1304426204089:39 1304426201841
1304426204205:39 1304426201841
1304426204317:39 1304426201841
1304426204433:39 1304426201841
1304426204553:39 1304426201841
1304426204665:39 1304426201841
1304426204777:39 1304426201841
1304426204893:39 1304426201841
1304426205009:39 1304426201841
1304426205189:39 1304426201841
1304426205305:39 1304426201841
1304426205421:39 1304426201841
1304426205533:39 1304426201841
1304426205645:39 1304426201841
1304426205761:39 1304426201841
1304426205877:39 1304426201841
1304426206249:39 1304426201841
1304426206365:39 1304426201841
1304426206513:39 1304426201841
1304426206625:39 1304426201841
1304426206741:39 1304426201841
1304426206861:39 1304426201841
1304426206973:39 1304426201841
1304426207093:39 1304426201841
1304426207209:39 1304426201841
1304426207325:39 1304426201841
1304426207441:39 1304426201841
1304426207557:39 1304426201841
1304426207673:39 1304426201841
1304426207785:39 1304426201841
1304426207897:39 1304426201841
1304426208009:39 1304426201841
1304426208205:39 1304426201841
1304426208565:39 1304426201841
1304426208681:39 1304426201841
1304426208793:39 1304426201841
1304426208905:39 1304426201841
1304426209017:39 1304426201841
1304426209141:39 1304426201841
1304426209261:39 1304426201841
1304426209377:39 1304426201841
1304426209497:39 1304426201841
1304426209609:39 1304426201841
1304426209725:39 1304426201841
1304426209837:39 1304426201841
1304426209953:39 1304426201841
1304426210065:39 1304426201841
1304426210185:39 1304426201841
1304426210297:39 1304426201841
1304426210409:39 1304426201841
1304426210525:39 1304426201841
1304426210653:39 1304426201841
1304426210777:39 1304426201841
1304426210889:39 1304426201841
1304426211001:39 1304426201841
1304426211113:39 1304426201841
1304426211225:39 1304426201841
1304426211361:39 1304426201841
1304426211477:39 1304426201841
1304426211597:39 1304426201841
1304426211709:39 1304426201841
1304426211821:39 1304426201841
1304426212017:39 1304426201841
1304426212129:39 1304426201841
1304426212245:39 1304426201841
1304426212361:39 1304426201841
1304426212477:39 1304426201841
1304426212589:39 1304426201841
1304426212701:39 1304426201841
1304426212817:39 1304426201841
1304426212929:39 1304426201841
1304426213041:39 1304426201841
1304426213153:39 1304426201841
1304426213265:40 1304426212896
1304426213391:40 1304426212896
1304426213505:40 1304426212896
1304426213621:40 1304426212896
1304426213733:40 1304426212896
1304426213849:40 1304426212896
1304426213961:40 1304426212896
1304426214081:40 1304426212896
1304426214197:40 1304426212896
1304426214317:40 1304426212896
1304426214437:40 1304426212896
1304426214553:40 1304426212896
1304426214669:40 1304426212896
1304426214789:40 1304426212896
1304426214917:40 1304426212896
1304426215029:40 1304426212896
1304426215153:40 1304426212896
1304426215269:40 1304426212896
1304426215385:40 1304426212896
1304426215497:40 1304426212896
1304426215609:40 1304426212896
1304426215721:40 1304426212896
1304426215837:40 1304426212896
1304426215953:40 1304426212896
1304426216069:40 1304426212896
1304426216181:40 1304426212896
1304426216293:40 1304426212896
1304426216405:40 1304426212896
1304426216517:40 1304426212896
1304426216645:40 1304426212896
1304426216757:40 1304426212896
1304426216869:40 1304426212896
1304426216981:40 1304426212896
1304426217097:40 1304426212896
1304426217209:40 1304426212896
1304426217321:40 1304426212896
1304426217433:40 1304426212896
1304426217545:40 1304426212896
1304426217657:40 1304426212896
1304426217789:40 1304426212896
1304426217901:40 1304426212896
1304426218017:40 1304426212896
1304426218305:40 1304426212896
1304426218417:40 1304426212896
1304426218529:40 1304426212896
1304426218641:40 1304426212896
1304426218761:40 1304426212896
1304426218877:40 1304426212896
1304426218993:40 1304426212896
1304426219105:40 1304426212896
1304426219217:40 1304426212896
1304426219329:40 1304426212896
1304426220450:40 1304426212896
1304426220562:40 1304426212896
1304426220678:40 1304426212896
1304426220794:40 1304426212896
1304426220910:40 1304426212896
1304426221022:40 1304426212896
1304426221138:40 1304426212896
1304426221254:40 1304426212896
1304426221366:40 1304426212896
1304426221478:40 1304426212896
1304426221594:40 1304426212896
1304426221714:40 1304426212896
1304426221830:40 1304426212896
1304426221958:40 1304426212896
1304426222078:40 1304426212896
1304426222198:40 1304426212896
1304426222310:40 1304426212896
1304426222422:40 1304426212896
1304426222538:40 1304426212896
1304426222658:40 1304426212896
1304426222778:40 1304426212896
1304426222890:40 1304426212896
1304426223002:40 1304426212896
1304426223114:40 1304426212896
1304426223226:40 1304426212896
1304426223338:40 1304426212896
1304426223450:40 1304426212896
1304426223566:40 1304426212896
1304426223678:40 1304426212896
1304426223798:40 1304426212896
1304426223910:40 1304426212896
1304426224022:40 1304426212896
1304426224342:41 1304426223752
1304426224458:41 1304426223752
1304426224570:41 1304426223752
1304426224682:41 1304426223752
1304426224798:41 1304426223752
1304426224910:41 1304426223752
1304426225022:41 1304426223752
1304426225138:41 1304426223752
1304426225254:41 1304426223752
1304426225370:41 1304426223752
1304426225482:41 1304426223752
1304426225598:41 1304426223752
1304426225830:41 1304426223752
1304426225946:41 1304426223752
1304426226058:41 1304426223752
1304426226170:41 1304426223752
1304426226282:41 1304426223752
1304426226402:41 1304426223752
1304426226514:41 1304426223752
1304426226626:41 1304426223752
1304426226738:41 1304426223752
1304426226850:41 1304426223752
1304426226962:41 1304426223752
1304426227074:41 1304426223752
1304426227190:41 1304426223752
1304426227306:41 1304426223752
1304426227422:41 1304426223752
1304426227538:41 1304426223752
1304426227654:41 1304426223752
1304426227766:41 1304426223752
1304426227886:41 1304426223752
1304426228006:41 1304426223752
1304426228122:41 1304426223752
1304426228238:41 1304426223752
1304426228350:41 1304426223752
1304426228466:41 1304426223752
1304426228578:41 1304426223752
1304426228690:41 1304426223752
1304426228802:41 1304426223752
1304426228914:41 1304426223752
1304426229034:41 1304426223752
1304426229146:41 1304426223752
1304426229258:41 1304426223752
1304426229370:41 1304426223752
1304426229486:41 1304426223752
1304426229622:41 1304426223752
1304426229738:41 1304426223752
1304426229850:41 1304426223752
1304426229962:41 1304426223752
1304426230074:41 1304426223752
1304426230190:41 1304426223752
1304426230306:41 1304426223752
1304426230422:41 1304426223752
1304426230538:41 1304426223752
1304426230650:41 1304426223752
1304426230762:41 1304426223752
1304426230874:41 1304426223752
1304426230994:41 1304426223752
1304426231106:41 1304426223752
1304426231218:41 1304426223752
1304426231334:41 1304426223752
1304426231450:41 1304426223752
1304426231562:41 1304426223752
1304426231678:41 1304426223752
1304426231790:41 1304426223752
1304426231902:41 1304426223752
1304426232018:41 1304426223752
1304426232142:41 1304426223752
1304426232258:41 1304426223752
1304426232370:41 1304426223752
1304426232486:41 1304426223752
1304426232598:41 1304426223752
1304426232714:41 1304426223752
1304426232826:41 1304426223752
1304426232942:41 1304426223752
1304426233074:41 1304426223752
1304426233190:41 1304426223752
1304426233354:41 1304426223752
1304426233466:41 1304426223752
1304426233578:41 1304426223752
1304426233694:41 1304426223752
1304426233806:41 1304426223752
1304426233922:41 1304426223752
1304426234034:41 1304426223752
1304426234146:41 1304426223752
1304426234258:41 1304426223752
1304426234370:41 1304426223752
1304426234482:41 1304426223752
1304426234598:41 1304426223752
1304426234794:41 1304426223752
1304426234922:41 1304426223752
1304426235054:41 1304426223752
1304426235182:42 1304426234577
1304426235302:42 1304426234577
1304426235426:42 1304426234577
1304426235538:42 1304426234577
1304426235654:42 1304426234577
1304426235766:42 1304426234577
1304426235885:42 1304426234577
1304426236002:42 1304426234577
1304426236118:42 1304426234577
1304426236230:42 1304426234577
1304426236342:42 1304426234577
1304426236454:42 1304426234577
