Sender Identifier: regionB
Poll interval: 100ms
"Start Time:java.util.GregorianCalendar[time=1304425788213,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id=""UTC"",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2011,MONTH=4,WEEK_OF_YEAR=19,WEEK_OF_MONTH=1,DAY_OF_MONTH=3,DAY_OF_YEAR=123,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=1,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=29,SECOND=48,MILLISECOND=213,ZONE_OFFSET=0,DST_OFFSET=0]"
Data format: Time in millis: File content on S3
1304427171254:127 1304427163609
1304427171370:127 1304427163609
1304427171482:127 1304427163609
1304427171602:127 1304427163609
1304427171730:127 1304427163609
1304427171850:127 1304427163609
1304427171966:127 1304427163609
1304427172082:127 1304427163609
1304427172194:127 1304427163609
1304427172342:127 1304427163609
1304427172458:127 1304427163609
1304427172574:127 1304427163609
1304427172686:127 1304427163609
1304427172802:127 1304427163609
1304427172914:127 1304427163609
1304427173026:127 1304427163609
1304427173138:127 1304427163609
1304427173254:127 1304427163609
1304427173366:127 1304427163609
1304427173482:127 1304427163609
1304427173610:127 1304427163609
1304427173722:127 1304427163609
1304427173834:127 1304427163609
1304427173955:127 1304427163609
1304427174066:127 1304427163609
1304427174178:127 1304427163609
1304427174294:127 1304427163609
1304427174407:127 1304427163609
1304427174519:127 1304427163609
1304427174703:127 1304427163609
1304427174815:128 1304427174476
1304427174935:128 1304427174476
1304427175255:128 1304427174476
1304427175367:128 1304427174476
1304427175479:128 1304427174476
1304427175595:128 1304427174476
1304427175711:128 1304427174476
1304427175823:128 1304427174476
1304427175971:128 1304427174476
1304427176099:128 1304427174476
1304427176215:128 1304427174476
1304427176327:128 1304427174476
1304427176443:128 1304427174476
1304427176559:128 1304427174476
1304427176679:128 1304427174476
1304427176791:128 1304427174476
1304427176903:128 1304427174476
1304427177019:128 1304427174476
1304427177135:128 1304427174476
1304427177247:128 1304427174476
1304427177471:128 1304427174476
1304427177583:128 1304427174476
1304427177695:128 1304427174476
1304427177807:128 1304427174476
1304427177919:128 1304427174476
1304427178035:128 1304427174476
1304427178151:128 1304427174476
1304427178263:128 1304427174476
1304427178379:128 1304427174476
1304427178491:128 1304427174476
1304427178603:128 1304427174476
1304427178723:128 1304427174476
1304427178839:128 1304427174476
1304427178951:128 1304427174476
1304427179063:128 1304427174476
1304427179175:128 1304427174476
1304427179291:128 1304427174476
1304427179407:128 1304427174476
1304427179519:128 1304427174476
1304427179631:128 1304427174476
1304427179743:128 1304427174476
1304427179855:128 1304427174476
1304427179971:128 1304427174476
1304427180083:128 1304427174476
1304427180203:128 1304427174476
1304427180319:128 1304427174476
1304427180435:128 1304427174476
1304427180547:128 1304427174476
1304427180663:128 1304427174476
1304427180783:128 1304427174476
1304427180899:128 1304427174476
1304427181011:128 1304427174476
1304427181123:128 1304427174476
1304427181235:128 1304427174476
1304427181359:128 1304427174476
1304427181483:128 1304427174476
1304427181595:128 1304427174476
1304427181711:128 1304427174476
1304427181823:128 1304427174476
1304427181951:128 1304427174476
1304427182087:128 1304427174476
1304427182207:128 1304427174476
1304427182323:128 1304427174476
1304427182443:128 1304427174476
1304427182555:128 1304427174476
1304427182667:128 1304427174476
1304427182779:128 1304427174476
1304427182999:128 1304427174476
1304427183115:128 1304427174476
1304427183231:128 1304427174476
1304427183351:128 1304427174476
1304427183475:128 1304427174476
1304427183727:128 1304427174476
1304427183843:128 1304427174476
1304427183955:128 1304427174476
1304427184067:128 1304427174476
1304427184183:128 1304427174476
1304427184295:128 1304427174476
1304427184411:128 1304427174476
1304427184527:128 1304427174476
1304427184643:128 1304427174476
1304427184763:128 1304427174476
1304427184879:128 1304427174476
1304427184995:128 1304427174476
1304427185111:128 1304427174476
1304427185223:128 1304427174476
1304427185339:128 1304427174476
1304427185467:128 1304427174476
1304427185579:128 1304427174476
1304427185699:129 1304427185322
1304427185899:129 1304427185322
1304427186015:129 1304427185322
1304427186135:129 1304427185322
1304427186247:129 1304427185322
1304427186363:129 1304427185322
1304427186479:129 1304427185322
1304427186731:129 1304427185322
1304427186843:129 1304427185322
1304427186955:129 1304427185322
1304427187091:129 1304427185322
1304427187211:129 1304427185322
1304427187335:129 1304427185322
1304427187447:129 1304427185322
1304427187559:129 1304427185322
1304427187675:129 1304427185322
1304427187787:129 1304427185322
1304427187899:129 1304427185322
1304427188011:129 1304427185322
1304427188123:129 1304427185322
1304427188239:129 1304427185322
1304427188351:129 1304427185322
1304427188467:129 1304427185322
1304427188583:129 1304427185322
1304427188699:129 1304427185322
1304427188811:129 1304427185322
1304427188923:129 1304427185322
1304427189039:129 1304427185322
1304427189151:129 1304427185322
1304427189267:129 1304427185322
1304427189379:129 1304427185322
1304427189491:129 1304427185322
1304427189611:129 1304427185322
1304427189727:129 1304427185322
1304427189839:129 1304427185322
1304427189951:129 1304427185322
1304427190063:129 1304427185322
1304427190175:129 1304427185322
1304427190287:129 1304427185322
1304427190399:129 1304427185322
1304427190512:129 1304427185322
1304427190628:129 1304427185322
1304427190744:129 1304427185322
1304427190856:129 1304427185322
1304427190995:129 1304427185322
1304427191112:129 1304427185322
1304427191224:129 1304427185322
1304427191348:129 1304427185322
1304427191464:129 1304427185322
1304427191576:129 1304427185322
1304427191688:129 1304427185322
1304427191804:129 1304427185322
1304427191916:129 1304427185322
1304427192028:129 1304427185322
1304427192140:129 1304427185322
1304427192252:129 1304427185322
1304427192364:129 1304427185322
1304427192476:129 1304427185322
1304427192588:129 1304427185322
1304427192700:129 1304427185322
1304427192812:129 1304427185322
1304427192924:129 1304427185322
1304427193040:129 1304427185322
1304427193152:129 1304427185322
1304427193272:129 1304427185322
1304427193384:129 1304427185322
1304427193496:129 1304427185322
1304427193612:129 1304427185322
1304427193724:129 1304427185322
1304427193840:129 1304427185322
1304427193952:129 1304427185322
1304427194072:129 1304427185322
1304427194188:129 1304427185322
1304427194308:129 1304427185322
1304427194420:129 1304427185322
1304427194532:129 1304427185322
1304427194644:129 1304427185322
1304427194756:129 1304427185322
1304427194872:129 1304427185322
1304427194988:129 1304427185322
1304427195100:129 1304427185322
1304427195212:129 1304427185322
1304427195328:129 1304427185322
1304427195440:129 1304427185322
1304427195552:129 1304427185322
1304427195672:129 1304427185322
1304427195784:129 1304427185322
1304427195904:129 1304427185322
1304427196016:129 1304427185322
1304427196128:129 1304427185322
1304427196240:129 1304427185322
1304427196352:129 1304427185322
1304427196464:129 1304427185322
1304427196576:130 1304427196220
1304427196696:130 1304427196220
1304427196812:130 1304427196220
1304427196928:130 1304427196220
1304427197040:130 1304427196220
1304427197156:130 1304427196220
1304427197272:130 1304427196220
1304427197384:130 1304427196220
1304427197500:130 1304427196220
1304427197616:130 1304427196220
1304427197728:130 1304427196220
1304427197844:130 1304427196220
1304427197956:130 1304427196220
1304427198072:130 1304427196220
1304427198184:130 1304427196220
1304427198300:130 1304427196220
1304427198416:130 1304427196220
1304427198528:130 1304427196220
1304427198640:130 1304427196220
1304427198752:130 1304427196220
1304427199068:130 1304427196220
1304427199180:130 1304427196220
1304427199296:130 1304427196220
1304427199416:130 1304427196220
1304427199528:130 1304427196220
1304427199644:130 1304427196220
1304427199784:130 1304427196220
1304427200004:130 1304427196220
1304427200116:130 1304427196220
1304427200228:130 1304427196220
1304427200344:130 1304427196220
1304427200460:130 1304427196220
1304427200580:130 1304427196220
1304427200696:130 1304427196220
1304427200820:130 1304427196220
1304427200932:130 1304427196220
1304427201044:130 1304427196220
1304427201156:130 1304427196220
1304427201268:130 1304427196220
1304427201380:130 1304427196220
1304427201500:130 1304427196220
1304427201636:130 1304427196220
1304427201748:130 1304427196220
1304427201864:130 1304427196220
1304427201980:130 1304427196220
1304427202092:130 1304427196220
1304427202208:130 1304427196220
1304427202324:130 1304427196220
1304427202440:130 1304427196220
1304427202552:130 1304427196220
1304427202664:130 1304427196220
1304427202788:130 1304427196220
1304427202900:130 1304427196220
1304427203012:130 1304427196220
1304427203124:130 1304427196220
1304427203240:130 1304427196220
1304427203352:130 1304427196220
1304427203464:130 1304427196220
1304427203576:130 1304427196220
1304427203692:130 1304427196220
1304427203804:130 1304427196220
1304427203916:130 1304427196220
1304427204046:130 1304427196220
1304427204164:130 1304427196220
1304427204276:130 1304427196220
1304427204392:130 1304427196220
1304427204504:130 1304427196220
1304427204620:130 1304427196220
1304427204732:130 1304427196220
1304427204844:130 1304427196220
1304427204956:130 1304427196220
1304427205068:130 1304427196220
1304427205180:130 1304427196220
1304427205292:130 1304427196220
1304427205404:130 1304427196220
1304427205516:130 1304427196220
1304427205636:130 1304427196220
1304427205748:130 1304427196220
1304427205860:130 1304427196220
1304427205976:130 1304427196220
1304427206088:130 1304427196220
1304427206200:130 1304427196220
1304427206316:130 1304427196220
1304427206428:130 1304427196220
1304427206540:130 1304427196220
1304427206656:130 1304427196220
1304427206768:130 1304427196220
1304427206884:130 1304427196220
1304427206996:130 1304427196220
1304427207108:130 1304427196220
1304427207224:130 1304427196220
1304427207336:130 1304427196220
1304427207449:131 1304427207112
1304427207569:131 1304427207112
1304427207689:131 1304427207112
1304427207813:131 1304427207112
1304427207925:131 1304427207112
1304427208037:131 1304427207112
1304427208173:131 1304427207112
1304427208293:131 1304427207112
1304427208409:131 1304427207112
1304427208525:131 1304427207112
1304427208637:131 1304427207112
1304427208753:131 1304427207112
1304427208869:131 1304427207112
1304427208981:131 1304427207112
1304427209097:131 1304427207112
1304427209209:131 1304427207112
1304427209325:131 1304427207112
1304427209437:131 1304427207112
1304427209553:131 1304427207112
1304427209665:131 1304427207112
1304427209781:131 1304427207112
1304427209893:131 1304427207112
1304427210005:131 1304427207112
1304427210117:131 1304427207112
1304427210233:131 1304427207112
1304427210345:131 1304427207112
1304427210457:131 1304427207112
1304427210577:131 1304427207112
1304427210697:131 1304427207112
1304427210809:131 1304427207112
1304427210925:131 1304427207112
1304427211049:131 1304427207112
1304427211161:131 1304427207112
1304427211277:131 1304427207112
1304427211393:131 1304427207112
1304427211509:131 1304427207112
1304427211625:131 1304427207112
1304427211737:131 1304427207112
1304427211849:131 1304427207112
1304427211961:131 1304427207112
1304427212073:131 1304427207112
1304427212189:131 1304427207112
1304427212321:131 1304427207112
1304427212461:131 1304427207112
1304427212573:131 1304427207112
1304427212685:131 1304427207112
1304427212881:131 1304427207112
1304427212997:131 1304427207112
1304427213113:131 1304427207112
1304427213229:131 1304427207112
1304427213345:131 1304427207112
1304427213457:131 1304427207112
1304427213573:131 1304427207112
1304427213689:131 1304427207112
1304427213801:131 1304427207112
1304427213913:131 1304427207112
1304427214025:131 1304427207112
1304427214137:131 1304427207112
1304427214249:131 1304427207112
1304427214365:131 1304427207112
1304427214477:131 1304427207112
1304427214589:131 1304427207112
1304427214705:131 1304427207112
1304427214821:131 1304427207112
1304427214933:131 1304427207112
1304427215045:131 1304427207112
1304427215157:131 1304427207112
1304427215273:131 1304427207112
1304427215385:131 1304427207112
1304427215501:131 1304427207112
1304427215613:131 1304427207112
1304427215725:131 1304427207112
1304427215837:131 1304427207112
1304427215957:131 1304427207112
1304427216069:131 1304427207112
1304427216185:131 1304427207112
1304427216297:131 1304427207112
1304427216409:131 1304427207112
1304427216521:131 1304427207112
1304427216633:131 1304427207112
1304427216745:131 1304427207112
1304427216857:131 1304427207112
1304427216969:131 1304427207112
1304427217089:131 1304427207112
1304427217201:131 1304427207112
1304427217313:131 1304427207112
1304427217425:131 1304427207112
1304427217537:131 1304427207112
1304427217649:131 1304427207112
1304427217761:131 1304427207112
1304427217877:131 1304427207112
1304427217989:131 1304427207112
1304427218109:131 1304427207112
1304427218225:131 1304427207112
1304427218337:131 1304427207112
1304427218461:131 1304427207112
1304427218573:131 1304427207112
1304427218689:131 1304427207112
1304427218801:132 1304427217972
1304427218917:132 1304427217972
1304427219029:132 1304427217972
1304427219141:132 1304427217972
1304427219254:132 1304427217972
1304427219377:132 1304427217972
1304427219501:132 1304427217972
1304427219625:132 1304427217972
1304427219741:132 1304427217972
1304427219865:132 1304427217972
1304427220021:132 1304427217972
1304427220137:132 1304427217972
1304427220249:132 1304427217972
1304427220361:132 1304427217972
1304427220477:132 1304427217972
1304427220645:132 1304427217972
1304427220757:132 1304427217972
1304427220869:132 1304427217972
1304427220985:132 1304427217972
1304427221145:132 1304427217972
1304427221257:132 1304427217972
1304427221369:132 1304427217972
1304427221481:132 1304427217972
1304427221597:132 1304427217972
1304427221709:132 1304427217972
1304427221821:132 1304427217972
1304427221937:132 1304427217972
1304427222049:132 1304427217972
1304427222161:132 1304427217972
1304427222273:132 1304427217972
1304427222385:132 1304427217972
1304427222497:132 1304427217972
1304427222609:132 1304427217972
1304427222721:132 1304427217972
1304427222833:132 1304427217972
1304427222949:132 1304427217972
1304427223065:132 1304427217972
1304427223181:132 1304427217972
1304427223293:132 1304427217972
1304427223405:132 1304427217972
1304427223517:132 1304427217972
1304427223634:132 1304427217972
1304427223745:132 1304427217972
1304427223858:132 1304427217972
1304427223977:132 1304427217972
1304427224093:132 1304427217972
1304427224414:132 1304427217972
1304427224538:132 1304427217972
1304427224658:132 1304427217972
1304427224785:132 1304427217972
1304427224902:132 1304427217972
1304427225026:132 1304427217972
1304427225142:132 1304427217972
1304427225254:132 1304427217972
1304427226374:132 1304427217972
1304427226494:132 1304427217972
1304427226606:132 1304427217972
1304427226718:132 1304427217972
1304427226838:132 1304427217972
1304427226950:132 1304427217972
1304427227066:132 1304427217972
1304427227178:132 1304427217972
1304427227290:132 1304427217972
1304427227406:132 1304427217972
1304427227518:132 1304427217972
1304427227630:132 1304427217972
1304427227742:132 1304427217972
1304427227858:132 1304427217972
1304427227970:132 1304427217972
1304427228242:132 1304427217972
1304427228390:132 1304427217972
1304427228502:132 1304427217972
1304427228626:132 1304427217972
1304427228762:132 1304427217972
1304427228878:132 1304427217972
1304427228990:132 1304427217972
1304427229102:132 1304427217972
1304427229218:132 1304427217972
1304427229338:132 1304427217972
1304427229450:132 1304427217972
1304427229570:132 1304427217972
1304427229686:133 1304427229305
1304427229806:133 1304427229305
1304427229918:133 1304427229305
1304427230030:133 1304427229305
1304427230142:133 1304427229305
1304427230274:133 1304427229305
1304427230390:133 1304427229305
1304427230502:133 1304427229305
1304427230618:133 1304427229305
1304427230734:133 1304427229305
1304427230846:133 1304427229305
1304427230958:133 1304427229305
1304427231070:133 1304427229305
1304427231182:133 1304427229305
1304427231298:133 1304427229305
1304427231414:133 1304427229305
1304427231526:133 1304427229305
1304427231638:133 1304427229305
1304427231750:133 1304427229305
1304427231882:133 1304427229305
1304427231998:133 1304427229305
1304427232110:133 1304427229305
1304427232226:133 1304427229305
1304427232338:133 1304427229305
1304427232458:133 1304427229305
1304427232570:133 1304427229305
1304427232686:133 1304427229305
1304427232802:133 1304427229305
1304427232918:133 1304427229305
1304427233038:133 1304427229305
1304427233218:133 1304427229305
1304427233330:133 1304427229305
1304427233454:133 1304427229305
1304427233618:133 1304427229305
1304427233842:133 1304427229305
1304427233962:133 1304427229305
1304427234074:133 1304427229305
1304427234194:133 1304427229305
1304427234310:133 1304427229305
1304427234426:133 1304427229305
1304427234538:133 1304427229305
1304427234650:133 1304427229305
1304427234766:133 1304427229305
1304427234878:133 1304427229305
1304427234990:133 1304427229305
1304427235106:133 1304427229305
1304427235226:133 1304427229305
1304427235346:133 1304427229305
1304427235458:133 1304427229305
1304427235570:133 1304427229305
1304427235686:133 1304427229305
1304427235798:133 1304427229305
1304427235914:133 1304427229305
1304427236070:133 1304427229305
1304427236182:133 1304427229305
1304427236316:133 1304427229305
1304427236430:133 1304427229305
1304427236512:133 1304427229305
1304427236624:133 1304427229305
1304427236740:133 1304427229305
1304427236916:133 1304427229305
1304427237032:133 1304427229305
1304427237148:133 1304427229305
1304427237356:133 1304427229305
1304427237472:133 1304427229305
1304427237588:133 1304427229305
1304427237704:133 1304427229305
1304427237828:133 1304427229305
1304427237940:133 1304427229305
1304427238128:133 1304427229305
1304427238240:133 1304427229305
1304427238356:133 1304427229305
1304427238468:133 1304427229305
1304427238580:133 1304427229305
1304427238692:133 1304427229305
1304427238804:133 1304427229305
1304427238916:133 1304427229305
1304427239032:133 1304427229305
1304427239144:133 1304427229305
1304427239712:133 1304427229305
1304427239824:133 1304427229305
1304427239936:133 1304427229305
1304427240048:133 1304427229305
1304427240160:133 1304427229305
1304427240276:133 1304427229305
1304427240392:133 1304427229305
1304427240504:134 1304427240166
1304427240620:134 1304427240166
1304427240740:134 1304427240166
1304427240852:134 1304427240166
1304427240972:134 1304427240166
1304427241088:134 1304427240166
1304427241204:134 1304427240166
1304427241320:134 1304427240166
1304427241436:134 1304427240166
1304427241556:134 1304427240166
1304427241668:134 1304427240166
1304427241784:134 1304427240166
1304427241904:134 1304427240166
1304427242028:134 1304427240166
1304427242144:134 1304427240166
1304427242268:134 1304427240166
1304427242396:134 1304427240166
1304427242508:134 1304427240166
1304427242628:134 1304427240166
1304427242740:134 1304427240166
1304427242852:134 1304427240166
1304427242968:134 1304427240166
1304427243104:134 1304427240166
1304427243220:134 1304427240166
1304427243332:134 1304427240166
1304427243444:134 1304427240166
1304427243556:134 1304427240166
1304427243672:134 1304427240166
1304427243784:134 1304427240166
1304427243900:134 1304427240166
1304427244012:134 1304427240166
1304427244132:134 1304427240166
1304427244248:134 1304427240166
1304427244364:134 1304427240166
1304427244488:134 1304427240166
1304427244604:134 1304427240166
1304427244716:134 1304427240166
1304427244828:134 1304427240166
1304427244944:134 1304427240166
1304427245068:134 1304427240166
1304427245188:134 1304427240166
1304427245316:134 1304427240166
1304427245428:134 1304427240166
1304427245540:134 1304427240166
1304427245656:134 1304427240166
1304427245772:134 1304427240166
1304427245888:134 1304427240166
1304427246000:134 1304427240166
1304427246144:134 1304427240166
1304427246268:134 1304427240166
1304427246384:134 1304427240166
1304427246500:134 1304427240166
1304427246616:134 1304427240166
1304427246732:134 1304427240166
1304427246848:134 1304427240166
1304427246964:134 1304427240166
1304427247080:134 1304427240166
1304427247196:134 1304427240166
1304427247308:134 1304427240166
1304427247438:134 1304427240166
1304427247556:134 1304427240166
1304427247672:134 1304427240166
1304427247788:134 1304427240166
1304427247908:134 1304427240166
1304427248020:134 1304427240166
1304427248132:134 1304427240166
1304427248252:134 1304427240166
1304427248364:134 1304427240166
1304427248480:134 1304427240166
1304427248596:134 1304427240166
1304427248728:134 1304427240166
1304427248840:134 1304427240166
1304427248956:134 1304427240166
1304427249092:134 1304427240166
1304427249204:134 1304427240166
1304427249324:134 1304427240166
1304427249436:134 1304427240166
1304427249548:134 1304427240166
1304427249664:134 1304427240166
1304427249780:134 1304427240166
1304427249896:134 1304427240166
1304427250032:134 1304427240166
1304427250148:134 1304427240166
1304427250268:134 1304427240166
1304427250388:134 1304427240166
1304427250504:134 1304427240166
1304427250620:134 1304427240166
1304427250736:134 1304427240166
1304427250848:134 1304427240166
1304427250964:134 1304427240166
1304427251080:134 1304427240166
1304427251192:134 1304427240166
1304427251304:134 1304427240166
1304427251421:135 1304427251054
1304427251549:135 1304427251054
1304427251676:135 1304427251054
1304427251873:135 1304427251054
1304427251985:135 1304427251054
1304427252097:135 1304427251054
1304427252209:135 1304427251054
1304427252321:135 1304427251054
1304427252437:135 1304427251054
1304427252553:135 1304427251054
1304427252669:135 1304427251054
1304427252785:135 1304427251054
1304427252901:135 1304427251054
1304427253013:135 1304427251054
1304427253133:135 1304427251054
1304427253245:135 1304427251054
1304427253365:135 1304427251054
1304427253481:135 1304427251054
1304427253601:135 1304427251054
1304427253717:135 1304427251054
1304427253833:135 1304427251054
1304427253945:135 1304427251054
1304427254061:135 1304427251054
1304427254181:135 1304427251054
1304427254297:135 1304427251054
1304427254421:135 1304427251054
1304427254533:135 1304427251054
1304427254649:135 1304427251054
1304427254765:135 1304427251054
1304427254881:135 1304427251054
1304427254993:135 1304427251054
1304427255105:135 1304427251054
1304427255221:135 1304427251054
1304427255345:135 1304427251054
1304427255461:135 1304427251054
1304427255585:135 1304427251054
1304427255697:135 1304427251054
1304427255809:135 1304427251054
1304427255929:135 1304427251054
1304427256041:135 1304427251054
1304427256181:135 1304427251054
1304427256297:135 1304427251054
1304427256413:135 1304427251054
1304427256529:135 1304427251054
1304427256645:135 1304427251054
1304427256761:135 1304427251054
1304427256881:135 1304427251054
1304427257201:135 1304427251054
1304427257317:135 1304427251054
1304427257433:135 1304427251054
1304427257549:135 1304427251054
1304427257661:135 1304427251054
1304427257773:135 1304427251054
1304427257889:135 1304427251054
1304427259013:135 1304427251054
1304427259129:135 1304427251054
1304427259241:135 1304427251054
1304427259365:135 1304427251054
1304427259485:135 1304427251054
1304427259597:135 1304427251054
1304427259717:135 1304427251054
1304427259833:135 1304427251054
1304427259949:135 1304427251054
1304427260065:135 1304427251054
1304427260181:135 1304427251054
1304427260293:135 1304427251054
1304427260409:135 1304427251054
1304427260521:135 1304427251054
1304427260633:135 1304427251054
1304427260749:135 1304427251054
1304427260861:135 1304427251054
1304427260973:135 1304427251054
1304427261085:135 1304427251054
1304427261201:135 1304427251054
1304427261325:135 1304427251054
1304427261441:135 1304427251054
1304427261809:135 1304427251054
1304427261921:135 1304427251054
1304427262041:135 1304427251054
1304427262165:135 1304427251054
1304427262281:136 1304427261897
1304427262401:136 1304427261897
1304427262513:136 1304427261897
1304427262629:136 1304427261897
1304427262745:136 1304427261897
1304427262861:136 1304427261897
1304427262977:136 1304427261897
1304427263089:136 1304427261897
1304427263201:136 1304427261897
1304427263313:136 1304427261897
1304427263429:136 1304427261897
1304427263541:136 1304427261897
1304427263653:136 1304427261897
1304427263769:136 1304427261897
1304427263885:136 1304427261897
1304427263997:136 1304427261897
1304427264269:136 1304427261897
1304427264385:136 1304427261897
1304427264501:136 1304427261897
1304427264621:136 1304427261897
1304427264733:136 1304427261897
1304427264849:136 1304427261897
1304427264977:136 1304427261897
1304427265093:136 1304427261897
1304427265209:136 1304427261897
1304427265369:136 1304427261897
1304427266493:136 1304427261897
1304427266609:136 1304427261897
1304427266721:136 1304427261897
1304427266837:136 1304427261897
1304427266957:136 1304427261897
1304427267073:136 1304427261897
1304427267189:136 1304427261897
1304427267329:136 1304427261897
1304427267441:136 1304427261897
1304427267557:136 1304427261897
1304427267673:136 1304427261897
1304427267789:136 1304427261897
1304427267906:136 1304427261897
1304427268018:136 1304427261897
1304427268282:136 1304427261897
1304427268398:136 1304427261897
1304427268536:136 1304427261897
1304427268650:136 1304427261897
1304427268762:136 1304427261897
1304427269086:136 1304427261897
1304427269198:136 1304427261897
1304427269318:136 1304427261897
1304427269634:136 1304427261897
1304427269770:136 1304427261897
1304427269886:136 1304427261897
1304427270002:136 1304427261897
1304427270118:136 1304427261897
1304427270238:136 1304427261897
1304427270582:136 1304427261897
1304427270698:136 1304427261897
1304427270830:136 1304427261897
1304427270950:136 1304427261897
1304427271062:136 1304427261897
1304427271178:136 1304427261897
1304427271302:136 1304427261897
1304427271422:136 1304427261897
1304427271538:136 1304427261897
1304427271650:136 1304427261897
1304427271766:136 1304427261897
1304427271882:136 1304427261897
1304427271998:136 1304427261897
1304427272114:136 1304427261897
1304427272226:136 1304427261897
1304427272434:136 1304427261897
1304427272550:136 1304427261897
1304427272670:136 1304427261897
1304427272782:136 1304427261897
1304427272906:136 1304427261897
1304427273018:136 1304427261897
1304427273134:137 1304427272756
1304427273262:137 1304427272756
1304427273374:137 1304427272756
1304427273486:137 1304427272756
1304427273606:137 1304427272756
1304427273722:137 1304427272756
1304427273834:137 1304427272756
1304427273950:137 1304427272756
1304427274062:137 1304427272756
1304427274178:137 1304427272756
1304427274294:137 1304427272756
1304427274418:137 1304427272756
1304427274530:137 1304427272756
1304427274642:137 1304427272756
1304427274758:137 1304427272756
1304427274874:137 1304427272756
1304427274990:137 1304427272756
1304427275110:137 1304427272756
1304427275226:137 1304427272756
1304427275346:137 1304427272756
1304427275462:137 1304427272756
1304427275578:137 1304427272756
1304427275698:137 1304427272756
1304427275814:137 1304427272756
1304427275926:137 1304427272756
1304427276054:137 1304427272756
1304427276170:137 1304427272756
1304427276282:137 1304427272756
1304427276398:137 1304427272756
1304427276510:137 1304427272756
1304427276626:137 1304427272756
1304427276742:137 1304427272756
1304427276854:137 1304427272756
1304427276970:137 1304427272756
1304427277090:137 1304427272756
1304427277206:137 1304427272756
1304427277482:137 1304427272756
1304427277598:137 1304427272756
1304427277714:137 1304427272756
1304427277830:137 1304427272756
1304427277946:137 1304427272756
1304427278094:137 1304427272756
1304427278210:137 1304427272756
1304427278326:137 1304427272756
1304427278454:137 1304427272756
1304427278570:137 1304427272756
1304427278690:137 1304427272756
1304427278802:137 1304427272756
1304427278918:137 1304427272756
1304427279034:137 1304427272756
1304427279150:137 1304427272756
1304427279270:137 1304427272756
1304427279382:137 1304427272756
1304427279498:137 1304427272756
1304427279610:137 1304427272756
1304427280066:137 1304427272756
1304427280182:137 1304427272756
1304427280310:137 1304427272756
1304427280426:137 1304427272756
1304427280546:137 1304427272756
1304427280662:137 1304427272756
1304427280782:137 1304427272756
1304427280894:137 1304427272756
1304427281186:137 1304427272756
1304427281302:137 1304427272756
1304427281414:137 1304427272756
1304427281530:137 1304427272756
1304427281642:137 1304427272756
1304427281766:137 1304427272756
1304427281878:137 1304427272756
1304427281990:137 1304427272756
1304427282106:137 1304427272756
1304427282226:137 1304427272756
1304427282350:137 1304427272756
1304427282462:137 1304427272756
1304427282578:137 1304427272756
1304427282694:137 1304427272756
1304427282814:137 1304427272756
1304427282954:137 1304427272756
1304427283078:137 1304427272756
1304427283190:137 1304427272756
1304427283306:137 1304427272756
1304427283423:137 1304427272756
1304427283694:137 1304427272756
1304427283810:137 1304427272756
1304427283926:137 1304427272756
1304427284038:137 1304427272756
1304427284263:138 1304427283641
1304427284383:138 1304427283641
1304427284499:138 1304427283641
1304427284623:138 1304427283641
1304427284735:138 1304427283641
1304427284851:138 1304427283641
1304427284967:138 1304427283641
1304427285083:138 1304427283641
1304427285199:138 1304427283641
1304427285315:138 1304427283641
1304427285443:138 1304427283641
1304427285583:138 1304427283641
1304427285815:138 1304427283641
1304427285939:138 1304427283641
1304427286067:138 1304427283641
1304427286183:138 1304427283641
1304427286295:138 1304427283641
1304427286411:138 1304427283641
1304427286527:138 1304427283641
1304427286639:138 1304427283641
1304427286751:138 1304427283641
1304427286863:138 1304427283641
1304427286975:138 1304427283641
1304427287107:138 1304427283641
1304427287227:138 1304427283641
1304427287339:138 1304427283641
1304427287459:138 1304427283641
1304427287579:138 1304427283641
1304427287695:138 1304427283641
1304427287807:138 1304427283641
1304427287923:138 1304427283641
1304427288035:138 1304427283641
1304427288147:138 1304427283641
1304427288263:138 1304427283641
1304427288379:138 1304427283641
1304427288495:138 1304427283641
1304427288611:138 1304427283641
1304427288727:138 1304427283641
1304427288847:138 1304427283641
1304427288963:138 1304427283641
1304427289087:138 1304427283641
1304427289203:138 1304427283641
1304427289323:138 1304427283641
1304427289511:138 1304427283641
1304427289623:138 1304427283641
1304427289739:138 1304427283641
1304427289855:138 1304427283641
1304427289967:138 1304427283641
1304427290079:138 1304427283641
1304427290195:138 1304427283641
1304427290307:138 1304427283641
1304427290423:138 1304427283641
1304427290543:138 1304427283641
1304427290659:138 1304427283641
1304427290771:138 1304427283641
1304427290887:138 1304427283641
1304427291003:138 1304427283641
1304427291115:138 1304427283641
1304427291231:138 1304427283641
1304427291355:138 1304427283641
1304427291467:138 1304427283641
1304427291583:138 1304427283641
1304427291699:138 1304427283641
1304427291811:138 1304427283641
1304427291927:138 1304427283641
1304427292055:138 1304427283641
1304427292179:138 1304427283641
1304427292295:138 1304427283641
