Sender Identifier: cmon1
Poll interval: 10ms
Start Time:java.util.GregorianCalendar[time=1314979241978,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id="UTC",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=2,minimalDaysInFirstWeek=4,ERA=1,YEAR=2011,MONTH=8,WEEK_OF_YEAR=35,WEEK_OF_MONTH=1,DAY_OF_MONTH=2,DAY_OF_YEAR=245,DAY_OF_WEEK=6,DAY_OF_WEEK_IN_MONTH=1,AM_PM=1,HOUR=4,HOUR_OF_DAY=16,MINUTE=0,SECOND=41,MILLISECOND=978,ZONE_OFFSET=0,DST_OFFSET=0]
Data format: Time in millis: File content on monitored storage system
1314979738933:52 1314979731805
1314979738944:52 1314979731805
1314979738955:52 1314979731805
1314979738966:52 1314979731805
1314979738978:52 1314979731805
1314979738989:52 1314979731805
1314979739001:52 1314979731805
1314979739012:52 1314979731805
1314979739024:52 1314979731805
1314979739035:52 1314979731805
1314979739046:52 1314979731805
1314979739056:52 1314979731805
1314979739068:52 1314979731805
1314979739079:52 1314979731805
1314979739091:52 1314979731805
1314979739102:52 1314979731805
1314979739114:52 1314979731805
1314979739125:52 1314979731805
1314979739137:52 1314979731805
1314979739148:52 1314979731805
1314979739160:52 1314979731805
1314979739172:52 1314979731805
1314979739183:52 1314979731805
1314979739194:52 1314979731805
1314979739206:52 1314979731805
1314979739217:52 1314979731805
1314979739228:52 1314979731805
1314979739240:52 1314979731805
1314979739252:52 1314979731805
1314979739262:52 1314979731805
1314979739274:52 1314979731805
1314979739285:52 1314979731805
1314979739296:52 1314979731805
1314979739308:52 1314979731805
1314979739319:52 1314979731805
1314979739331:52 1314979731805
1314979739342:52 1314979731805
1314979739353:52 1314979731805
1314979739365:52 1314979731805
1314979739376:52 1314979731805
1314979739388:52 1314979731805
1314979739399:52 1314979731805
1314979739410:52 1314979731805
1314979739422:52 1314979731805
1314979739433:52 1314979731805
1314979739445:52 1314979731805
1314979739455:52 1314979731805
1314979739467:52 1314979731805
1314979739479:52 1314979731805
1314979739491:52 1314979731805
1314979739502:52 1314979731805
1314979739514:52 1314979731805
1314979739525:52 1314979731805
1314979739536:52 1314979731805
1314979739547:52 1314979731805
1314979739558:52 1314979731805
1314979739569:52 1314979731805
1314979739580:52 1314979731805
1314979739592:52 1314979731805
1314979739604:52 1314979731805
1314979739616:52 1314979731805
1314979739629:52 1314979731805
1314979739641:52 1314979731805
1314979739652:52 1314979731805
1314979739663:52 1314979731805
1314979739675:52 1314979731805
1314979739686:52 1314979731805
1314979739698:52 1314979731805
1314979739709:52 1314979731805
1314979739721:52 1314979731805
1314979739733:52 1314979731805
1314979739744:52 1314979731805
1314979739756:52 1314979731805
1314979739768:52 1314979731805
1314979739779:52 1314979731805
1314979739790:52 1314979731805
1314979739802:52 1314979731805
1314979739813:52 1314979731805
1314979739825:52 1314979731805
1314979739837:52 1314979731805
1314979739848:52 1314979731805
1314979739860:52 1314979731805
1314979739871:52 1314979731805
1314979739883:52 1314979731805
1314979739894:52 1314979731805
1314979739905:52 1314979731805
1314979739916:52 1314979731805
1314979739927:52 1314979731805
1314979739938:52 1314979731805
1314979739949:52 1314979731805
1314979739961:52 1314979731805
1314979739973:52 1314979731805
1314979739984:52 1314979731805
1314979739996:52 1314979731805
1314979740007:52 1314979731805
1314979740019:52 1314979731805
1314979740031:52 1314979731805
1314979740042:52 1314979731805
1314979740053:52 1314979731805
1314979740065:52 1314979731805
1314979740078:52 1314979731805
1314979740089:52 1314979731805
1314979740101:52 1314979731805
1314979740112:52 1314979731805
1314979740124:52 1314979731805
1314979740135:52 1314979731805
1314979740145:52 1314979731805
1314979740157:52 1314979731805
1314979740168:52 1314979731805
1314979740180:52 1314979731805
1314979740191:52 1314979731805
1314979740204:52 1314979731805
1314979740216:52 1314979731805
1314979740230:52 1314979731805
1314979740244:52 1314979731805
1314979740256:52 1314979731805
1314979740268:52 1314979731805
1314979740279:52 1314979731805
1314979740291:52 1314979731805
1314979740302:52 1314979731805
1314979740313:52 1314979731805
1314979740324:52 1314979731805
1314979740335:52 1314979731805
1314979740347:52 1314979731805
1314979740358:52 1314979731805
1314979740371:52 1314979731805
1314979740382:52 1314979731805
1314979740393:52 1314979731805
1314979740405:52 1314979731805
1314979740416:52 1314979731805
1314979740428:52 1314979731805
1314979740440:52 1314979731805
1314979740451:52 1314979731805
1314979740462:52 1314979731805
1314979740473:52 1314979731805
1314979740484:52 1314979731805
1314979740496:52 1314979731805
1314979740507:52 1314979731805
1314979740518:52 1314979731805
1314979740530:52 1314979731805
1314979740541:52 1314979731805
1314979740553:52 1314979731805
1314979740564:52 1314979731805
1314979740575:52 1314979731805
1314979740586:52 1314979731805
1314979740598:52 1314979731805
1314979740610:52 1314979731805
1314979740621:52 1314979731805
1314979740633:52 1314979731805
1314979740644:52 1314979731805
1314979740656:52 1314979731805
1314979740667:52 1314979731805
1314979740679:52 1314979731805
1314979740691:52 1314979731805
1314979740702:52 1314979731805
1314979740714:52 1314979731805
1314979740725:52 1314979731805
1314979740736:52 1314979731805
1314979740748:52 1314979731805
1314979740759:52 1314979731805
1314979740771:52 1314979731805
1314979740782:52 1314979731805
1314979740793:52 1314979731805
1314979740805:52 1314979731805
1314979740816:52 1314979731805
1314979740827:52 1314979731805
1314979740840:52 1314979731805
1314979740852:52 1314979731805
1314979740863:52 1314979731805
1314979740875:52 1314979731805
1314979740886:52 1314979731805
1314979740898:52 1314979731805
1314979740909:52 1314979731805
1314979740921:52 1314979731805
1314979740933:52 1314979731805
1314979740944:52 1314979731805
1314979740955:52 1314979731805
1314979740967:52 1314979731805
1314979740978:52 1314979731805
1314979740989:52 1314979731805
1314979741001:52 1314979731805
1314979741012:52 1314979731805
1314979741023:52 1314979731805
1314979741035:52 1314979731805
1314979741046:52 1314979731805
1314979741057:52 1314979731805
1314979741069:52 1314979731805
1314979741081:52 1314979731805
1314979741092:52 1314979731805
1314979741103:52 1314979731805
1314979741115:52 1314979731805
1314979741126:52 1314979731805
1314979741138:52 1314979731805
1314979741150:52 1314979731805
1314979741161:52 1314979731805
1314979741173:52 1314979731805
1314979741184:52 1314979731805
1314979741196:52 1314979731805
1314979741207:52 1314979731805
1314979741218:52 1314979731805
1314979741229:52 1314979731805
1314979741241:52 1314979731805
1314979741252:52 1314979731805
1314979741264:52 1314979731805
1314979741279:52 1314979731805
1314979741291:52 1314979731805
1314979741302:52 1314979731805
1314979741313:52 1314979731805
1314979741324:52 1314979731805
1314979741336:52 1314979731805
1314979741347:52 1314979731805
1314979741358:52 1314979731805
1314979741370:52 1314979731805
1314979741381:52 1314979731805
1314979741392:52 1314979731805
1314979741403:52 1314979731805
1314979741416:52 1314979731805
1314979741427:52 1314979731805
1314979741438:52 1314979731805
1314979741450:52 1314979731805
1314979741460:52 1314979731805
1314979741472:52 1314979731805
1314979741483:52 1314979731805
1314979741495:52 1314979731805
1314979741506:52 1314979731805
1314979741517:52 1314979731805
1314979741529:52 1314979731805
1314979741541:52 1314979731805
1314979741552:52 1314979731805
1314979741564:52 1314979731805
1314979741576:52 1314979731805
1314979741588:52 1314979731805
1314979741599:52 1314979731805
1314979741610:52 1314979731805
1314979741622:52 1314979731805
1314979741633:52 1314979731805
1314979741645:52 1314979731805
1314979741656:52 1314979731805
1314979741668:52 1314979731805
1314979741679:52 1314979731805
1314979741691:52 1314979731805
1314979741702:52 1314979731805
1314979741713:52 1314979731805
1314979741725:52 1314979731805
1314979741736:52 1314979731805
1314979741747:52 1314979731805
1314979741759:52 1314979731805
1314979741770:52 1314979731805
1314979741782:52 1314979731805
1314979741793:52 1314979731805
1314979741805:52 1314979731805
1314979741816:53 1314979741811
1314979741831:53 1314979741811
1314979741842:53 1314979741811
1314979741854:53 1314979741811
1314979741866:53 1314979741811
1314979741879:53 1314979741811
1314979741891:53 1314979741811
1314979741902:53 1314979741811
1314979741915:53 1314979741811
1314979741927:53 1314979741811
1314979741938:53 1314979741811
1314979741949:53 1314979741811
1314979741961:53 1314979741811
1314979741973:53 1314979741811
1314979741984:53 1314979741811
1314979741996:53 1314979741811
1314979742008:53 1314979741811
1314979742019:53 1314979741811
1314979742031:53 1314979741811
1314979742042:53 1314979741811
1314979742053:53 1314979741811
1314979742064:53 1314979741811
1314979742076:53 1314979741811
1314979742089:53 1314979741811
1314979742100:53 1314979741811
1314979742113:53 1314979741811
1314979742124:53 1314979741811
1314979742136:53 1314979741811
1314979742147:53 1314979741811
1314979742158:53 1314979741811
1314979742169:53 1314979741811
1314979742181:53 1314979741811
1314979742194:53 1314979741811
1314979742206:53 1314979741811
1314979742217:53 1314979741811
1314979742229:53 1314979741811
1314979742241:53 1314979741811
1314979742252:53 1314979741811
1314979742263:53 1314979741811
1314979742274:53 1314979741811
1314979742286:53 1314979741811
1314979742298:53 1314979741811
1314979742309:53 1314979741811
1314979742320:53 1314979741811
1314979742332:53 1314979741811
1314979742344:53 1314979741811
1314979742355:53 1314979741811
1314979742366:53 1314979741811
1314979742377:53 1314979741811
1314979742388:53 1314979741811
1314979742400:53 1314979741811
1314979742412:53 1314979741811
1314979742423:53 1314979741811
1314979742435:53 1314979741811
1314979742446:53 1314979741811
1314979742458:53 1314979741811
1314979742469:53 1314979741811
1314979742480:53 1314979741811
1314979742492:53 1314979741811
1314979742503:53 1314979741811
1314979742515:53 1314979741811
1314979742526:53 1314979741811
1314979742537:53 1314979741811
1314979742548:53 1314979741811
1314979742561:53 1314979741811
1314979742573:53 1314979741811
1314979742584:53 1314979741811
1314979742596:53 1314979741811
1314979742607:53 1314979741811
1314979742618:53 1314979741811
1314979742630:53 1314979741811
1314979742641:53 1314979741811
1314979742652:53 1314979741811
1314979742663:53 1314979741811
1314979742675:53 1314979741811
1314979742686:53 1314979741811
1314979742698:53 1314979741811
1314979742709:53 1314979741811
1314979742720:53 1314979741811
1314979742732:53 1314979741811
1314979742744:53 1314979741811
1314979742755:53 1314979741811
1314979742766:53 1314979741811
1314979742778:53 1314979741811
1314979742789:53 1314979741811
1314979742801:53 1314979741811
1314979742812:53 1314979741811
1314979742824:53 1314979741811
1314979742835:53 1314979741811
1314979742846:53 1314979741811
1314979742858:53 1314979741811
1314979742869:53 1314979741811
1314979742880:53 1314979741811
1314979742892:53 1314979741811
1314979742903:53 1314979741811
1314979742914:53 1314979741811
1314979742926:53 1314979741811
1314979742937:53 1314979741811
1314979742948:53 1314979741811
1314979742961:53 1314979741811
1314979742972:53 1314979741811
1314979742984:53 1314979741811
1314979742994:53 1314979741811
1314979743006:53 1314979741811
1314979743017:53 1314979741811
1314979743029:53 1314979741811
1314979743041:53 1314979741811
1314979743052:53 1314979741811
1314979743063:53 1314979741811
1314979743074:53 1314979741811
1314979743085:53 1314979741811
1314979743097:53 1314979741811
1314979743108:53 1314979741811
1314979743119:53 1314979741811
1314979743131:53 1314979741811
1314979743142:53 1314979741811
1314979743154:53 1314979741811
1314979743166:53 1314979741811
1314979743177:53 1314979741811
1314979743188:53 1314979741811
1314979743199:53 1314979741811
1314979743211:53 1314979741811
1314979743222:53 1314979741811
1314979743233:53 1314979741811
1314979743245:53 1314979741811
1314979743257:53 1314979741811
1314979743268:53 1314979741811
1314979743279:53 1314979741811
1314979743291:53 1314979741811
1314979743302:53 1314979741811
1314979743314:53 1314979741811
1314979743325:53 1314979741811
1314979743337:53 1314979741811
1314979743348:53 1314979741811
1314979743360:53 1314979741811
1314979743371:53 1314979741811
1314979743382:53 1314979741811
1314979743394:53 1314979741811
1314979743405:53 1314979741811
1314979743417:53 1314979741811
1314979743429:53 1314979741811
1314979743440:53 1314979741811
1314979743451:53 1314979741811
1314979743462:53 1314979741811
1314979743474:53 1314979741811
1314979743485:53 1314979741811
1314979743496:53 1314979741811
1314979743508:53 1314979741811
1314979743519:53 1314979741811
1314979743531:53 1314979741811
1314979743542:53 1314979741811
1314979743554:53 1314979741811
1314979743565:53 1314979741811
1314979743575:53 1314979741811
1314979743587:53 1314979741811
1314979743599:53 1314979741811
1314979743610:53 1314979741811
1314979743622:53 1314979741811
1314979743633:53 1314979741811
1314979743645:53 1314979741811
1314979743656:53 1314979741811
1314979743667:53 1314979741811
1314979743679:53 1314979741811
1314979743690:53 1314979741811
1314979743702:53 1314979741811
1314979743713:53 1314979741811
1314979743725:53 1314979741811
1314979743737:53 1314979741811
1314979743748:53 1314979741811
1314979743760:53 1314979741811
1314979743771:53 1314979741811
1314979743783:53 1314979741811
1314979743795:53 1314979741811
1314979743806:53 1314979741811
1314979743819:53 1314979741811
1314979743830:53 1314979741811
1314979743841:53 1314979741811
1314979743852:53 1314979741811
1314979743863:53 1314979741811
1314979743875:53 1314979741811
1314979743886:53 1314979741811
1314979743898:53 1314979741811
1314979743909:53 1314979741811
1314979743920:53 1314979741811
1314979743931:53 1314979741811
1314979743943:53 1314979741811
1314979743954:53 1314979741811
1314979743965:53 1314979741811
1314979743976:53 1314979741811
1314979743988:53 1314979741811
1314979743998:53 1314979741811
1314979744010:53 1314979741811
1314979744022:53 1314979741811
1314979744033:53 1314979741811
1314979744044:53 1314979741811
1314979744055:53 1314979741811
1314979744067:53 1314979741811
1314979744078:53 1314979741811
1314979744090:53 1314979741811
1314979744102:53 1314979741811
1314979744113:53 1314979741811
1314979744124:53 1314979741811
1314979744136:53 1314979741811
1314979744147:53 1314979741811
1314979744159:53 1314979741811
1314979744170:53 1314979741811
1314979744182:53 1314979741811
1314979744193:53 1314979741811
1314979744205:53 1314979741811
1314979744216:53 1314979741811
1314979744228:53 1314979741811
1314979744240:53 1314979741811
1314979744252:53 1314979741811
1314979744263:53 1314979741811
1314979744274:53 1314979741811
1314979744286:53 1314979741811
1314979744297:53 1314979741811
1314979744309:53 1314979741811
1314979744321:53 1314979741811
1314979744332:53 1314979741811
1314979744343:53 1314979741811
1314979744354:53 1314979741811
1314979744369:53 1314979741811
1314979744382:53 1314979741811
1314979744394:53 1314979741811
1314979744405:53 1314979741811
1314979744417:53 1314979741811
1314979744429:53 1314979741811
1314979744440:53 1314979741811
1314979744452:53 1314979741811
1314979744464:53 1314979741811
1314979744474:53 1314979741811
1314979744486:53 1314979741811
1314979744498:53 1314979741811
1314979744509:53 1314979741811
1314979744522:53 1314979741811
1314979744533:53 1314979741811
1314979744544:53 1314979741811
1314979744556:53 1314979741811
1314979744567:53 1314979741811
1314979744579:53 1314979741811
1314979744590:53 1314979741811
1314979744601:53 1314979741811
1314979744613:53 1314979741811
1314979744625:53 1314979741811
1314979744636:53 1314979741811
1314979744648:53 1314979741811
1314979744659:53 1314979741811
1314979744671:53 1314979741811
1314979744683:53 1314979741811
1314979744694:53 1314979741811
1314979744706:53 1314979741811
1314979744717:53 1314979741811
1314979744729:53 1314979741811
1314979744740:53 1314979741811
1314979744752:53 1314979741811
1314979744763:53 1314979741811
1314979744774:53 1314979741811
1314979744785:53 1314979741811
1314979744797:53 1314979741811
1314979744808:53 1314979741811
1314979744819:53 1314979741811
1314979744831:53 1314979741811
1314979744842:53 1314979741811
1314979744853:53 1314979741811
1314979744865:53 1314979741811
1314979744879:53 1314979741811
1314979744890:53 1314979741811
1314979744901:53 1314979741811
1314979744912:53 1314979741811
1314979744924:53 1314979741811
1314979744935:53 1314979741811
1314979744947:53 1314979741811
1314979744958:53 1314979741811
1314979744970:53 1314979741811
1314979744981:53 1314979741811
1314979744991:53 1314979741811
1314979745003:53 1314979741811
1314979745014:53 1314979741811
1314979745025:53 1314979741811
1314979745040:53 1314979741811
1314979745051:53 1314979741811
1314979745063:53 1314979741811
1314979745075:53 1314979741811
1314979745086:53 1314979741811
1314979745098:53 1314979741811
1314979745109:53 1314979741811
1314979745121:53 1314979741811
1314979745133:53 1314979741811
1314979745144:53 1314979741811
1314979745155:53 1314979741811
1314979745167:53 1314979741811
1314979745178:53 1314979741811
1314979745188:53 1314979741811
1314979745199:53 1314979741811
1314979745211:53 1314979741811
1314979745223:53 1314979741811
1314979745234:53 1314979741811
1314979745245:53 1314979741811
1314979745256:53 1314979741811
1314979745267:53 1314979741811
1314979745279:53 1314979741811
1314979745291:53 1314979741811
1314979745302:53 1314979741811
1314979745313:53 1314979741811
1314979745325:53 1314979741811
1314979745337:53 1314979741811
1314979745348:53 1314979741811
1314979745360:53 1314979741811
1314979745372:53 1314979741811
1314979745383:53 1314979741811
1314979745394:53 1314979741811
1314979745406:53 1314979741811
1314979745417:53 1314979741811
1314979745428:53 1314979741811
1314979745439:53 1314979741811
1314979745451:53 1314979741811
1314979745462:53 1314979741811
1314979745474:53 1314979741811
1314979745485:53 1314979741811
1314979745496:53 1314979741811
1314979745508:53 1314979741811
1314979745519:53 1314979741811
1314979745531:53 1314979741811
1314979745542:53 1314979741811
1314979745553:53 1314979741811
1314979745564:53 1314979741811
1314979745576:53 1314979741811
1314979745587:53 1314979741811
1314979745599:53 1314979741811
1314979745611:53 1314979741811
1314979745622:53 1314979741811
1314979745633:53 1314979741811
1314979745644:53 1314979741811
1314979745656:53 1314979741811
1314979745668:53 1314979741811
1314979745679:53 1314979741811
1314979745691:53 1314979741811
1314979745703:53 1314979741811
1314979745714:53 1314979741811
1314979745725:53 1314979741811
1314979745737:53 1314979741811
1314979745749:53 1314979741811
1314979745760:53 1314979741811
1314979745772:53 1314979741811
1314979745783:53 1314979741811
1314979745795:53 1314979741811
1314979745806:53 1314979741811
1314979745818:53 1314979741811
1314979745829:53 1314979741811
1314979745841:53 1314979741811
1314979745851:53 1314979741811
1314979745862:53 1314979741811
1314979745873:53 1314979741811
1314979745885:53 1314979741811
1314979745897:53 1314979741811
1314979745908:53 1314979741811
1314979745920:53 1314979741811
1314979745931:53 1314979741811
1314979745943:53 1314979741811
1314979745955:53 1314979741811
1314979745966:53 1314979741811
1314979745978:53 1314979741811
1314979745989:53 1314979741811
1314979746001:53 1314979741811
1314979746012:53 1314979741811
1314979746023:53 1314979741811
1314979746035:53 1314979741811
1314979746046:53 1314979741811
1314979746058:53 1314979741811
1314979746069:53 1314979741811
1314979746081:53 1314979741811
1314979746092:53 1314979741811
1314979746104:53 1314979741811
1314979746116:53 1314979741811
1314979746127:53 1314979741811
1314979746138:53 1314979741811
1314979746149:53 1314979741811
1314979746160:53 1314979741811
1314979746171:53 1314979741811
1314979746182:53 1314979741811
1314979746193:53 1314979741811
1314979746205:53 1314979741811
1314979746216:53 1314979741811
1314979746228:53 1314979741811
1314979746238:53 1314979741811
1314979746250:53 1314979741811
1314979746261:53 1314979741811
1314979746272:53 1314979741811
1314979746283:53 1314979741811
1314979746295:53 1314979741811
1314979746306:53 1314979741811
1314979746317:53 1314979741811
1314979746329:53 1314979741811
1314979746340:53 1314979741811
1314979746352:53 1314979741811
1314979746363:53 1314979741811
1314979746375:53 1314979741811
1314979746386:53 1314979741811
1314979746398:53 1314979741811
1314979746409:53 1314979741811
1314979746421:53 1314979741811
1314979746432:53 1314979741811
1314979746444:53 1314979741811
1314979746454:53 1314979741811
1314979746466:53 1314979741811
1314979746477:53 1314979741811
1314979746489:53 1314979741811
1314979746500:53 1314979741811
1314979746512:53 1314979741811
1314979746523:53 1314979741811
1314979746535:53 1314979741811
1314979746546:53 1314979741811
1314979746559:53 1314979741811
1314979746569:53 1314979741811
1314979746581:53 1314979741811
1314979746592:53 1314979741811
1314979746604:53 1314979741811
1314979746617:53 1314979741811
1314979746628:53 1314979741811
1314979746639:53 1314979741811
1314979746651:53 1314979741811
1314979746662:53 1314979741811
1314979746673:53 1314979741811
1314979746685:53 1314979741811
1314979746696:53 1314979741811
1314979746707:53 1314979741811
1314979746718:53 1314979741811
1314979746730:53 1314979741811
1314979746741:53 1314979741811
1314979746752:53 1314979741811
1314979746764:53 1314979741811
1314979746775:53 1314979741811
1314979746786:53 1314979741811
1314979746797:53 1314979741811
1314979746808:53 1314979741811
1314979746819:53 1314979741811
1314979746831:53 1314979741811
1314979746842:53 1314979741811
1314979746853:53 1314979741811
1314979746865:53 1314979741811
1314979746876:53 1314979741811
1314979746887:53 1314979741811
1314979746899:53 1314979741811
1314979746910:53 1314979741811
1314979746922:53 1314979741811
1314979746933:53 1314979741811
1314979746945:53 1314979741811
1314979746956:53 1314979741811
1314979746967:53 1314979741811
1314979746979:53 1314979741811
1314979746990:53 1314979741811
1314979747002:53 1314979741811
1314979747013:53 1314979741811
1314979747025:53 1314979741811
1314979747036:53 1314979741811
1314979747048:53 1314979741811
1314979747059:53 1314979741811
1314979747071:53 1314979741811
1314979747082:53 1314979741811
1314979747093:53 1314979741811
1314979747104:53 1314979741811
1314979747115:53 1314979741811
1314979747128:53 1314979741811
1314979747139:53 1314979741811
1314979747151:53 1314979741811
1314979747162:53 1314979741811
1314979747173:53 1314979741811
1314979747185:53 1314979741811
1314979747196:53 1314979741811
1314979747208:53 1314979741811
1314979747219:53 1314979741811
1314979747230:53 1314979741811
1314979747242:53 1314979741811
1314979747254:53 1314979741811
1314979747265:53 1314979741811
1314979747276:53 1314979741811
1314979747287:53 1314979741811
1314979747299:53 1314979741811
1314979747311:53 1314979741811
1314979747322:53 1314979741811
1314979747333:53 1314979741811
1314979747345:53 1314979741811
1314979747356:53 1314979741811
1314979747368:53 1314979741811
1314979747379:53 1314979741811
1314979747391:53 1314979741811
1314979747402:53 1314979741811
1314979747413:53 1314979741811
1314979747424:53 1314979741811
1314979747435:53 1314979741811
1314979747447:53 1314979741811
1314979747459:53 1314979741811
1314979747471:53 1314979741811
1314979747482:53 1314979741811
1314979747493:53 1314979741811
1314979747504:53 1314979741811
1314979747516:53 1314979741811
1314979747528:53 1314979741811
1314979747539:53 1314979741811
1314979747551:53 1314979741811
1314979747562:53 1314979741811
1314979747573:53 1314979741811
1314979747584:53 1314979741811
1314979747596:53 1314979741811
1314979747607:53 1314979741811
1314979747619:53 1314979741811
1314979747631:53 1314979741811
1314979747642:53 1314979741811
1314979747654:53 1314979741811
1314979747665:53 1314979741811
1314979747677:53 1314979741811
1314979747689:53 1314979741811
1314979747700:53 1314979741811
1314979747712:53 1314979741811
1314979747723:53 1314979741811
1314979747735:53 1314979741811
1314979747746:53 1314979741811
1314979747757:53 1314979741811
1314979747769:53 1314979741811
1314979747780:53 1314979741811
1314979747791:53 1314979741811
1314979747802:53 1314979741811
1314979747814:53 1314979741811
1314979747824:53 1314979741811
1314979747835:53 1314979741811
1314979747847:53 1314979741811
1314979747859:53 1314979741811
1314979747870:53 1314979741811
1314979747881:53 1314979741811
1314979747893:53 1314979741811
1314979747904:53 1314979741811
1314979747915:53 1314979741811
1314979747926:53 1314979741811
1314979747938:53 1314979741811
1314979747949:53 1314979741811
1314979747960:53 1314979741811
1314979747975:53 1314979741811
1314979747986:53 1314979741811
1314979747997:53 1314979741811
1314979748009:53 1314979741811
1314979748020:53 1314979741811
1314979748031:53 1314979741811
1314979748043:53 1314979741811
1314979748056:53 1314979741811
1314979748068:53 1314979741811
1314979748079:53 1314979741811
1314979748090:53 1314979741811
1314979748102:53 1314979741811
1314979748114:53 1314979741811
1314979748125:53 1314979741811
1314979748137:53 1314979741811
1314979748148:53 1314979741811
1314979748160:53 1314979741811
1314979748171:53 1314979741811
1314979748184:53 1314979741811
1314979748195:53 1314979741811
1314979748207:53 1314979741811
1314979748218:53 1314979741811
1314979748230:53 1314979741811
1314979748241:53 1314979741811
1314979748253:53 1314979741811
1314979748264:53 1314979741811
1314979748275:53 1314979741811
1314979748286:53 1314979741811
1314979748298:53 1314979741811
1314979748309:53 1314979741811
1314979748320:53 1314979741811
1314979748331:53 1314979741811
1314979748343:53 1314979741811
1314979748354:53 1314979741811
1314979748366:53 1314979741811
1314979748377:53 1314979741811
1314979748389:53 1314979741811
1314979748400:53 1314979741811
1314979748412:53 1314979741811
1314979748424:53 1314979741811
1314979748435:53 1314979741811
1314979748446:53 1314979741811
1314979748457:53 1314979741811
1314979748468:53 1314979741811
1314979748480:53 1314979741811
1314979748491:53 1314979741811
1314979748503:53 1314979741811
1314979748514:53 1314979741811
1314979748525:53 1314979741811
1314979748537:53 1314979741811
1314979748548:53 1314979741811
1314979748560:53 1314979741811
1314979748572:53 1314979741811
1314979748583:53 1314979741811
1314979748594:53 1314979741811
1314979748605:53 1314979741811
1314979748617:53 1314979741811
1314979748629:53 1314979741811
1314979748640:53 1314979741811
1314979748652:53 1314979741811
1314979748663:53 1314979741811
1314979748674:53 1314979741811
1314979748686:53 1314979741811
1314979748697:53 1314979741811
1314979748709:53 1314979741811
1314979748721:53 1314979741811
1314979748732:53 1314979741811
1314979748744:53 1314979741811
1314979748755:53 1314979741811
1314979748767:53 1314979741811
1314979748778:53 1314979741811
1314979748790:53 1314979741811
1314979748801:53 1314979741811
1314979748813:53 1314979741811
1314979748823:53 1314979741811
1314979748835:53 1314979741811
1314979748847:53 1314979741811
1314979748858:53 1314979741811
1314979748869:53 1314979741811
1314979748881:53 1314979741811
1314979748893:53 1314979741811
1314979748905:53 1314979741811
1314979748917:53 1314979741811
1314979748928:53 1314979741811
1314979748939:53 1314979741811
1314979748950:53 1314979741811
1314979748962:53 1314979741811
1314979748973:53 1314979741811
1314979748984:53 1314979741811
1314979748996:53 1314979741811
1314979749007:53 1314979741811
1314979749019:53 1314979741811
1314979749031:53 1314979741811
1314979749042:53 1314979741811
1314979749053:53 1314979741811
1314979749065:53 1314979741811
1314979749076:53 1314979741811
1314979749090:53 1314979741811
1314979749102:53 1314979741811
1314979749113:53 1314979741811
1314979749125:53 1314979741811
1314979749136:53 1314979741811
1314979749148:53 1314979741811
1314979749159:53 1314979741811
1314979749170:53 1314979741811
1314979749182:53 1314979741811
1314979749193:53 1314979741811
1314979749205:53 1314979741811
1314979749216:53 1314979741811
1314979749228:53 1314979741811
1314979749240:53 1314979741811
1314979749252:53 1314979741811
1314979749263:53 1314979741811
1314979749275:53 1314979741811
1314979749286:53 1314979741811
1314979749298:53 1314979741811
1314979749309:53 1314979741811
1314979749321:53 1314979741811
1314979749332:53 1314979741811
1314979749344:53 1314979741811
1314979749355:53 1314979741811
1314979749366:53 1314979741811
1314979749377:53 1314979741811
1314979749389:53 1314979741811
1314979749400:53 1314979741811
1314979749411:53 1314979741811
1314979749423:53 1314979741811
1314979749434:53 1314979741811
1314979749446:53 1314979741811
1314979749457:53 1314979741811
1314979749469:53 1314979741811
1314979749481:53 1314979741811
1314979749492:53 1314979741811
1314979749504:53 1314979741811
1314979749515:53 1314979741811
1314979749527:53 1314979741811
1314979749538:53 1314979741811
1314979749549:53 1314979741811
1314979749560:53 1314979741811
1314979749572:53 1314979741811
1314979749584:53 1314979741811
1314979749595:53 1314979741811
1314979749607:53 1314979741811
1314979749618:53 1314979741811
1314979749629:53 1314979741811
1314979749641:53 1314979741811
1314979749652:53 1314979741811
1314979749663:53 1314979741811
1314979749675:53 1314979741811
1314979749687:53 1314979741811
1314979749698:53 1314979741811
1314979749709:53 1314979741811
1314979749721:53 1314979741811
1314979749732:53 1314979741811
1314979749744:53 1314979741811
1314979749755:53 1314979741811
1314979749767:53 1314979741811
1314979749778:53 1314979741811
1314979749789:53 1314979741811
1314979749801:53 1314979741811
1314979749812:53 1314979741811
1314979749824:53 1314979741811
1314979749835:53 1314979741811
1314979749847:53 1314979741811
1314979749859:53 1314979741811
1314979749870:53 1314979741811
1314979749881:53 1314979741811
1314979749893:53 1314979741811
1314979749904:53 1314979741811
1314979749916:53 1314979741811
1314979749928:53 1314979741811
1314979749939:53 1314979741811
1314979749950:53 1314979741811
1314979749962:53 1314979741811
1314979749973:53 1314979741811
1314979749985:53 1314979741811
1314979749996:53 1314979741811
1314979750008:53 1314979741811
1314979750020:53 1314979741811
1314979750031:53 1314979741811
1314979750043:53 1314979741811
1314979750054:53 1314979741811
1314979750066:53 1314979741811
1314979750078:53 1314979741811
